id	paper_id	primers	longitude	latitude	continent	sample_type	marker_size	Biome	MAT	MAP	pH	year_of_sampling	plants_dominant	target_gene	sequencing_platform	abundances
2454	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.48528	46.1964	Europe	root	65171	grassland	-0.9	1041	5.02	2015	Botrychium lunaria	SSU	Illumina	1
2505	Xiang_2014_BD5B	AML1/AML2 then NS31/AM1	102.071	36.4503	Asia	soil	3334	grassland	6.3	382	8.42	2010	Leymus chinensis;Setaria viridis;Tribulus terrestris;Cenchrus incertus;Lespedeza davurica;Artemisia capillaris;Carex humilis;Carex onoei;Chloris virgata;Heteropappus altaicus;Artemisia frigida;Cleistogenes squarrosa;Stipa caucasica	SSU	454Roche	4
2586	Xiang_2014_BD5B	AML1/AML2 then NS31/AM1	106.389	36.6687	Asia	soil	3716	cropland	6.9	447	8.83	2010	Zea mays	SSU	454Roche	4
2618	Vasar_2021_1HW	WANDA/AML2	-71.6342	42.5244	North America	soil	13437	forest	10.1	1054	5.49	2015	NA_	SSU	Illumina	1
2640	Rasmussen_2018_C8E6	NS31/AML2	19.8007	60.3344	Europe	root	62931	grassland	6.1	563	5.3	2015	Plantago lanceolata	SSU	Illumina	1
2780	Vasar_2021_1HW	WANDA/AML2	132.946	43.3764	Asia	soil	83160	forest	2.2	778	4.87	2010	NA_	SSU	Illumina	9
2784	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2478	grassland	7.7	890	6.78	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche	36
2802	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	3268	grassland	7.7	890	6.78	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche	16
2824	Rasmussen_2018_C8E6	NS31/AML2	19.9281	60.3465	Europe	root	53018	grassland	6.2	552	NA_	2015	Plantago lanceolata	SSU	Illumina	5
2886	Vasar_2021_1HW	WANDA/AML2	-50.6792	67.0294	North America	soil	67583	tundra	-5.3	221	4.47	2017	NA_	SSU	Illumina	37
2979	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2561	grassland	7.7	890	6.78	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche	19
2980	Xiang_2014_BD5B	AML1/AML2 then NS31/AM1	117.509	42.2967	Asia	soil	6019	grassland	2.7	389	6.08	2010	Leymus chinensis;Setaria viridis;Tribulus terrestris;Cenchrus incertus;Lespedeza davurica;Artemisia capillaris;Carex humilis;Carex onoei;Chloris virgata;Heteropappus altaicus;Artemisia frigida;Cleistogenes squarrosa;Stipa caucasica	SSU	454Roche	6
3028	Rasmussen_2018_C8E6	NS31/AML2	19.6718	60.2137	Europe	soil	32133	grassland	6.3	504	6.1	2015	Plantago lanceolata	SSU	Illumina	331
3050	Rasmussen_2018_C8E6	NS31/AML2	19.5432	60.2355	Europe	soil	60722	grassland	6.3	527	NA_	2015	Plantago lanceolata	SSU	Illumina	1
3159	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.54368	46.0873	Europe	root	43123	grassland	-0.3	886	6.45	2015	Botrychium lunaria	SSU	Illumina	1
3221	Vasar_2021_1HW	WANDA/AML2	-84.5992	10.2211	North America	soil	10864	forest	21.1	3601	NA_	2013	NA_	SSU	Illumina	1
3305	Vasar_2021_1HW	WANDA/AML2	51.5733	30.7322	Asia	soil	4778	forest	13.3	855	7.06	2012	NA_	SSU	Illumina	10
3325	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2727	grassland	7.7	890	6.78	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche	19
3380	Rasmussen_2018_C8E6	NS31/AML2	19.8004	60.3347	Europe	soil	50866	grassland	6.1	563	6	2015	Plantago lanceolata	SSU	Illumina	22
3440	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2707	grassland	7.7	890	6.78	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche	1
3460	Gao_2016_113A	NS31/AML2	116.283	42.0333	Asia	soil	3109	grassland	3.3	372	7.392	2011	Stipa krylovii;Artemisia frigida;Potentilla acaulis;Cleistogenes squarrosa;Allium bidentatum;Agropyron cristatum	SSU	454Roche	3
3483	Vasar_2021_1HW	WANDA/AML2	131.411	43.1281	Asia	soil	6496	forest	6	724	5.95	2010	NA_	SSU	Illumina	2
3484	Vasar_2021_1HW	WANDA/AML2	134.811	48.305	Asia	soil	16931	forest	2.2	630	4.68	2014	NA_	SSU	Illumina	16
3599	Gao_2016_113A	NS31/AML2	116.283	42.0333	Asia	soil	2757	grassland	3.3	372	7.392	2011	Stipa krylovii;Artemisia frigida;Potentilla acaulis;Cleistogenes squarrosa;Allium bidentatum;Agropyron cristatum	SSU	454Roche	1
3636	Rasmussen_2018_C8E6	NS31/AML2	19.5392	60.2183	Europe	soil	51484	grassland	6.3	522	6.1	2015	Plantago lanceolata	SSU	Illumina	73
3640	Davison_2015_1GM	NS31/AML2	104.058	43.5017	Asia	root	3588	grassland	-1.5	171	6.7	2012	Agropyron cristatum	SSU	454Roche	1
3645	Rasmussen_2018_C8E6	NS31/AML2	19.5405	60.218	Europe	soil	186628	grassland	6.3	522	6	2015	Plantago lanceolata	SSU	Illumina	639
3680	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2551	grassland	7.7	890	6.65	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche	12
3698	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	3129	grassland	7.7	890	6.79	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche	14
3791	Xiang_2014_BD5B	AML1/AML2 then NS31/AM1	120.844	44.5567	Asia	soil	8199	cropland	6.4	408	7.93	2010	Zea mays	SSU	454Roche	1
3840	Vasar_2021_1HW	WANDA/AML2	-102.6	22.1989	North America	soil	6201	forest	15.1	685	4.68	2012	NA_	SSU	Illumina	7
3857	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	2573	forest	15.6	2110	NA_	2011	Loropetalum chinense	SSU	454Roche	5
3893	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2754	grassland	7.7	890	6.78	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche	20
3913	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2360	grassland	7.7	890	6.79	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche	111
4006	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	4963	grassland	7.7	890	6.65	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche	7
